latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,FRP MW,daynight,type
28.6898,77.5261,327.8,1.6,1.2,07-11-2020,1641,Terra,MODIS,100,6.03,288.8,57.1,5.71,N,0
28.6919,77.5293,327.2,1.4,1.2,07-11-2020,2100,Aqua,MODIS,100,6.03,288.1,45.4,4.54,N,0
19.3483,71.3152,331.7,1,1,07-11-2020,2102,Aqua,MODIS,100,6.03,299.4,27.7,2.77,N,3
19.3695,71.3573,320.7,1,1,07-11-2020,2102,Aqua,MODIS,100,6.03,298.9,15.1,1.51,N,3
19.3497,71.3058,324.6,1,1,07-11-2020,2102,Aqua,MODIS,100,6.03,299.2,18.8,1.88,N,3
30.8489,71.821,360.3,1.3,1.1,09-11-2020,842,Aqua,MODIS,100,6.03,301.7,113.9,11.39,D,0
30.5072,74.0665,368.6,1.1,1.1,11-11-2020,830,Aqua,MODIS,100,6.03,305,125.9,12.59,D,0
30.4793,74.1142,364.1,1.2,1.1,11-11-2020,830,Aqua,MODIS,100,6.03,302.2,110.1,11.01,D,0
30.4234,74.1356,360.4,1.2,1.1,11-11-2020,830,Aqua,MODIS,100,6.03,303.2,98.3,9.83,D,0
34.1339,73.4398,369.3,1,1,12-11-2020,559,Terra,MODIS,100,6.03,293.1,112.3,11.23,D,0
34.1356,73.429,390.9,1,1,12-11-2020,559,Terra,MODIS,100,6.03,291.8,202.4,20.24,D,0
30.4925,74.107,360.8,1,1,13-11-2020,818,Aqua,MODIS,100,6.03,305.5,79.9,7.99,D,0
30.4805,74.0882,378,1,1,13-11-2020,818,Aqua,MODIS,100,6.03,305.4,137.9,13.79,D,0
30.4866,74.1294,364.9,1,1,13-11-2020,818,Aqua,MODIS,100,6.03,304.2,91,9.1,D,0
30.6192,74.4044,362.7,1,1,13-11-2020,818,Aqua,MODIS,100,6.03,303.8,86,8.6,D,0
30.5774,74.2495,378.2,1,1,13-11-2020,818,Aqua,MODIS,100,6.03,306.3,137.5,13.75,D,0
30.5597,74.3166,362.7,1,1,13-11-2020,818,Aqua,MODIS,100,6.03,304.2,84.6,8.46,D,0
28.0986,96.9894,320.5,1,1,14-11-2020,1927,Aqua,MODIS,100,6.03,282.6,21.5,2.15,N,0
23.2067,70.2262,323.5,1,1,14-11-2020,2108,Aqua,MODIS,100,6.03,291.5,22,2.2,N,0
26.578,101.6695,333.3,1.2,1.1,16-11-2020,1915,Aqua,MODIS,100,6.03,288.8,43.8,4.38,N,2
30.4347,73.9818,364,1.4,1.2,18-11-2020,836,Aqua,MODIS,100,6.03,301.7,137.9,13.79,D,0
19.3536,77.0456,325,1.1,1,19-11-2020,1703,Terra,MODIS,100,6.03,292.5,25.4,2.54,N,0
30.6606,74.3768,366,1,1,20-11-2020,824,Aqua,MODIS,100,6.03,302.2,103.1,10.31,D,0
30.0915,74.5876,373.2,1,1,20-11-2020,824,Aqua,MODIS,100,6.03,303.2,130.1,13.01,D,0
33.2863,71.2449,358.8,1.9,1.4,07-11-2020,855,Aqua,MODIS,99,6.03,305.2,197.9,19.79,D,0
15.7886,75.1626,319.6,1,1,08-11-2020,1720,Terra,MODIS,99,6.03,293.9,16.8,1.68,N,0
30.5929,74.2854,357.8,1.2,1.1,11-11-2020,830,Aqua,MODIS,99,6.03,302.5,91.2,9.12,D,0
30.4155,73.992,358.4,1.1,1.1,11-11-2020,830,Aqua,MODIS,99,6.03,302.5,88.7,8.87,D,0
30.4658,74.744,359.6,1.2,1.1,11-11-2020,830,Aqua,MODIS,99,6.03,304.8,103.3,10.33,D,0
29.0485,81.9335,358.4,1.3,1.1,13-11-2020,505,Terra,MODIS,99,6.03,297.4,122.9,12.29,D,0
30.4651,75.0784,360,1,1,13-11-2020,818,Aqua,MODIS,99,6.03,301.9,79.7,7.97,D,0
30.4997,74.1984,357.7,1,1,20-11-2020,824,Aqua,MODIS,99,6.03,299.6,75.7,7.57,D,0
30.5369,75.1177,357,1.3,1.1,08-11-2020,759,Aqua,MODIS,98,6.03,304.3,105.5,10.55,D,0
30.3115,75.1575,355.7,1.3,1.1,11-11-2020,830,Aqua,MODIS,98,6.03,304.6,93.3,9.33,D,0
20.962,85.1783,318.9,1.1,1,14-11-2020,1644,Terra,MODIS,98,6.03,296.5,18.1,1.81,N,2
20.963,85.18,319.4,1,1,16-11-2020,1632,Terra,MODIS,98,6.03,296.1,16.5,1.65,N,2
30.4403,73.9753,355.2,1.4,1.2,18-11-2020,836,Aqua,MODIS,98,6.03,302.5,101.5,10.15,D,0
30.3821,74.1501,356.6,1,1,20-11-2020,824,Aqua,MODIS,98,6.03,299.1,72.7,7.27,D,0
30.4664,74.7496,355.1,1.2,1.1,11-11-2020,830,Aqua,MODIS,97,6.03,303.4,87,8.7,D,0
30.0544,75.1355,353.5,1.3,1.1,11-11-2020,830,Aqua,MODIS,97,6.03,301.7,88.7,8.87,D,0
29.829,75.4688,353.8,1,1,13-11-2020,817,Aqua,MODIS,97,6.03,301.7,66.5,6.65,D,0
26.5761,101.6596,318.5,2.5,1.5,16-11-2020,1455,Terra,MODIS,97,6.03,287.8,68.8,6.88,N,2
30.3521,75.7732,351.3,1.2,1.1,08-11-2020,759,Aqua,MODIS,96,6.03,305.6,75.5,7.55,D,0
30.3314,75.0066,352.1,1.4,1.2,08-11-2020,759,Aqua,MODIS,96,6.03,305.3,91.2,9.12,D,0
30.534,75.5178,351.9,2,1.4,10-11-2020,747,Aqua,MODIS,96,6.03,304.4,151.2,15.12,D,0
30.0024,73.0502,351.1,1,1,11-11-2020,830,Aqua,MODIS,96,6.03,300.9,63.4,6.34,D,0
30.4648,74.7369,351,1.2,1.1,11-11-2020,830,Aqua,MODIS,96,6.03,305,74.8,7.48,D,0
30.7249,74.9573,352.4,1,1,13-11-2020,818,Aqua,MODIS,96,6.03,304.2,60.3,6.03,D,0
28.097,97.0001,318,1,1,14-11-2020,1927,Aqua,MODIS,96,6.03,283.6,19,1.9,N,0
31.111,78.4219,349.2,1,1,15-11-2020,805,Aqua,MODIS,96,6.03,301.9,61.8,6.18,D,0
30.6227,74.2178,351.7,1.4,1.2,18-11-2020,836,Aqua,MODIS,96,6.03,301.1,96.9,9.69,D,0
18.0536,76.9857,317.8,1.1,1.1,19-11-2020,1702,Terra,MODIS,96,6.03,286.6,18.7,1.87,N,0
30.545,74.9152,349.5,2.1,1.4,10-11-2020,747,Aqua,MODIS,95,6.03,305.2,158.9,15.89,D,0
30.5958,74.2917,350.3,1.2,1.1,11-11-2020,830,Aqua,MODIS,95,6.03,301.7,70,7,D,0
30.3405,75.3175,349,1.3,1.1,11-11-2020,830,Aqua,MODIS,95,6.03,302.9,77.4,7.74,D,0
30.0039,75.4768,349.4,1.3,1.1,11-11-2020,830,Aqua,MODIS,95,6.03,302.8,77,7.7,D,0
27.5984,95.3823,317.3,1.1,1.1,12-11-2020,1940,Aqua,MODIS,95,6.03,291.8,19,1.9,N,0
29.0511,81.9275,348,1.3,1.1,13-11-2020,505,Terra,MODIS,95,6.03,297.2,85.5,8.55,D,0
14.1621,100.556,349.9,1.2,1.1,13-11-2020,634,Aqua,MODIS,95,6.03,298.4,68.2,6.82,D,0
30.3738,73.9237,349.7,1,1,13-11-2020,818,Aqua,MODIS,95,6.03,302,54.9,5.49,D,0
30.5153,75.1756,349.7,1,1,13-11-2020,818,Aqua,MODIS,95,6.03,302.2,52.6,5.26,D,0
27.731,102.214,317.3,1.3,1.1,17-11-2020,1538,Terra,MODIS,95,6.03,288.2,24.2,2.42,N,2
30.6152,74.3805,349.4,1,1,20-11-2020,824,Aqua,MODIS,95,6.03,301.8,57.6,5.76,D,0
29.4308,76.9297,346.5,1,1,07-11-2020,542,Terra,MODIS,94,6.03,302,49.2,4.92,D,0
20.9607,85.1755,316.7,1,1,07-11-2020,1638,Terra,MODIS,94,6.03,296,14.5,1.45,N,2
30.1199,74.9231,348.6,1.4,1.2,08-11-2020,759,Aqua,MODIS,94,6.03,304.4,85,8.5,D,0
30.4371,75.125,348,1.3,1.1,08-11-2020,759,Aqua,MODIS,94,6.03,304.3,72.7,7.27,D,0
30.5311,75.5236,346.6,2,1.4,10-11-2020,747,Aqua,MODIS,94,6.03,304.3,118.6,11.86,D,0
30.7964,74.9642,346.5,1.3,1.1,11-11-2020,830,Aqua,MODIS,94,6.03,303.8,67.9,6.79,D,0
30.5245,75.0797,348.5,1.3,1.1,11-11-2020,830,Aqua,MODIS,94,6.03,302.2,74.6,7.46,D,0
30.9825,74.8154,347.1,1.3,1.1,11-11-2020,830,Aqua,MODIS,94,6.03,303.2,69.7,6.97,D,0
15.3633,100.2934,362,1.2,1.1,13-11-2020,635,Aqua,MODIS,94,6.03,301.4,105.3,10.53,D,0
29.7918,76.0728,346.8,1,1,13-11-2020,817,Aqua,MODIS,94,6.03,302.3,50.7,5.07,D,0
30.447,73.9836,347.7,1,1,13-11-2020,818,Aqua,MODIS,94,6.03,302.8,51.2,5.12,D,0
30.4403,74.9661,348.9,1,1,13-11-2020,818,Aqua,MODIS,94,6.03,302,53,5.3,D,0
20.9655,85.1784,316.7,1.1,1,15-11-2020,2013,Aqua,MODIS,94,6.03,294.9,15.1,1.51,N,2
29.471,74.076,347.7,1,1,20-11-2020,823,Aqua,MODIS,94,6.03,301,53.2,5.32,D,0
28.6838,77.5308,345.7,1,1,07-11-2020,542,Terra,MODIS,93,6.03,302.3,49.2,4.92,D,0
30.8376,74.941,346.2,1.3,1.2,08-11-2020,759,Aqua,MODIS,93,6.03,306,68.6,6.86,D,0
30.1253,74.9273,347.2,1.4,1.2,08-11-2020,759,Aqua,MODIS,93,6.03,303.5,79.1,7.91,D,0
29.2726,73.6158,347.1,1.7,1.3,08-11-2020,759,Aqua,MODIS,93,6.03,304.1,108.9,10.89,D,0
30.4507,74.2706,346.6,1.8,1.3,09-11-2020,842,Aqua,MODIS,93,6.03,300.5,114.2,11.42,D,0
30.5698,74.1781,346.8,1.2,1.1,11-11-2020,830,Aqua,MODIS,93,6.03,302.2,58,5.8,D,0
30.4843,74.1189,346.6,1.2,1.1,11-11-2020,830,Aqua,MODIS,93,6.03,300.3,59.5,5.95,D,0
30.0459,75.1502,345.3,1.3,1.1,11-11-2020,830,Aqua,MODIS,93,6.03,301.8,62.5,6.25,D,0
30.494,74.1174,346.3,1,1,13-11-2020,818,Aqua,MODIS,93,6.03,302.5,45.6,4.56,D,0
30.6712,74.32,345.8,1,1,13-11-2020,818,Aqua,MODIS,93,6.03,303.9,46,4.6,D,0
30.3447,74.1061,346.1,1,1,13-11-2020,818,Aqua,MODIS,93,6.03,302.4,46.3,4.63,D,0
30.4801,75.0543,346.9,1,1,13-11-2020,818,Aqua,MODIS,93,6.03,301.4,48.4,4.84,D,0
30.5057,75.3057,346.2,1,1,13-11-2020,818,Aqua,MODIS,93,6.03,303.8,47.3,4.73,D,0
30.5071,75.3162,345.4,1,1,13-11-2020,818,Aqua,MODIS,93,6.03,302.4,45.4,4.54,D,0
30.6636,74.5865,346.3,1,1,13-11-2020,818,Aqua,MODIS,93,6.03,303.5,48,4.8,D,0
30.7412,75.2753,346.3,1,1,13-11-2020,818,Aqua,MODIS,93,6.03,302.4,47.9,4.79,D,0
32.4877,76.644,316.4,2,1.4,13-11-2020,2022,Aqua,MODIS,93,6.03,275.6,54.8,5.48,N,0
12.2806,93.8597,323.5,1.7,1.3,15-11-2020,1547,Terra,MODIS,93,6.03,293.2,0,0,N,1
18.5349,77.7448,346.1,1.9,1.3,17-11-2020,750,Aqua,MODIS,93,6.03,307.2,105.4,10.54,D,0
30.507,74.1974,345.5,1.4,1.2,18-11-2020,836,Aqua,MODIS,93,6.03,299.9,70.4,7.04,D,0
30.6391,74.927,344.5,1.1,1,20-11-2020,824,Aqua,MODIS,93,6.03,300.4,51.6,5.16,D,0
30.5393,74.3556,344.1,1,1,20-11-2020,824,Aqua,MODIS,93,6.03,298.5,44.9,4.49,D,0
30.0418,75.9599,344.5,1,1,07-11-2020,542,Terra,MODIS,92,6.03,304.3,44.1,4.41,D,0
34.5258,71.0091,341.9,1.3,1.1,08-11-2020,623,Terra,MODIS,92,6.03,298.2,60.8,6.08,D,0
30.4343,75.1192,344.2,1.3,1.1,08-11-2020,759,Aqua,MODIS,92,6.03,304.8,60.7,6.07,D,0
30.5345,75.1041,343.4,1.3,1.1,08-11-2020,759,Aqua,MODIS,92,6.03,303.7,59.6,5.96,D,0
31.0235,74.9295,342.8,2,1.4,09-11-2020,842,Aqua,MODIS,92,6.03,301.8,105.2,10.52,D,0
19.4533,101.2568,343.2,1.1,1.1,11-11-2020,648,Aqua,MODIS,92,6.03,296.4,53.9,5.39,D,0
30.5528,74.2795,344,1.2,1.1,11-11-2020,830,Aqua,MODIS,92,6.03,301,53.5,5.35,D,0
30.4801,74.1995,343.5,1.2,1.1,11-11-2020,830,Aqua,MODIS,92,6.03,300.9,50.1,5.01,D,0
30.4321,75.5088,343.6,1.4,1.2,11-11-2020,830,Aqua,MODIS,92,6.03,303.6,63.9,6.39,D,2
30.4725,74.8008,344.9,1.2,1.1,11-11-2020,830,Aqua,MODIS,92,6.03,302,57.4,5.74,D,0
30.4508,75.1375,343.2,1.3,1.1,11-11-2020,830,Aqua,MODIS,92,6.03,300.3,57.8,5.78,D,0
12.7058,101.0927,342.5,1.1,1.1,13-11-2020,634,Aqua,MODIS,92,6.03,295.6,46,4.6,D,0
29.6688,75.777,344.3,1,1,13-11-2020,817,Aqua,MODIS,92,6.03,304.4,43.7,4.37,D,0
30.5877,74.576,344.9,1,1,13-11-2020,818,Aqua,MODIS,92,6.03,301.7,45.2,4.52,D,0
30.5374,74.3527,343.2,1,1,13-11-2020,818,Aqua,MODIS,92,6.03,300.2,41.5,4.15,D,0
30.5151,74.3253,343.5,1,1,13-11-2020,818,Aqua,MODIS,92,6.03,302.4,40.9,4.09,D,0
30.4996,75.5327,343.7,1,1,13-11-2020,818,Aqua,MODIS,92,6.03,301.5,43.4,4.34,D,0
30.5343,74.2049,343.5,1,1,13-11-2020,818,Aqua,MODIS,92,6.03,301,39.7,3.97,D,0
30.6433,72.3947,343.4,1.1,1.1,18-11-2020,836,Aqua,MODIS,92,6.03,298.4,53,5.3,D,0
30.6023,74.3254,342.8,1.4,1.2,18-11-2020,836,Aqua,MODIS,92,6.03,299.2,61.7,6.17,D,0
21.7182,84.0481,343.6,1.1,1,20-11-2020,513,Terra,MODIS,92,6.03,299.4,46.5,4.65,D,0
30.3481,74.3692,343.7,1,1,20-11-2020,824,Aqua,MODIS,92,6.03,300.4,46.2,4.62,D,0
30.6378,74.4096,342.2,1,1,20-11-2020,824,Aqua,MODIS,92,6.03,300.9,42.2,4.22,D,0
30.2643,75.0282,343.5,1.4,1.2,08-11-2020,759,Aqua,MODIS,91,6.03,304.7,66.3,6.63,D,0
28.6899,77.5316,315.3,1,1,09-11-2020,2047,Aqua,MODIS,91,6.03,286.7,17.1,1.71,N,2
30.862,75.1038,340.6,2.1,1.4,10-11-2020,747,Aqua,MODIS,91,6.03,303.1,98.8,9.88,D,0
30.5881,75.097,341.5,1.3,1.1,11-11-2020,830,Aqua,MODIS,91,6.03,302.5,52.7,5.27,D,0
30.3131,75.1709,342.6,1.3,1.1,11-11-2020,830,Aqua,MODIS,91,6.03,303.6,54.5,5.45,D,0
30.2874,75.2156,341.8,1.3,1.1,11-11-2020,830,Aqua,MODIS,91,6.03,302.9,56.3,5.63,D,0
30.4563,75.0959,342.3,1.3,1.1,11-11-2020,830,Aqua,MODIS,91,6.03,302.2,56.4,5.64,D,0
14.5022,100.4976,340.8,1.2,1.1,13-11-2020,634,Aqua,MODIS,91,6.03,296.8,48.6,4.86,D,0
30.3096,75.1517,342.2,1,1,13-11-2020,817,Aqua,MODIS,91,6.03,300,40,4,D,0
30.5165,74.2084,341.2,1,1,13-11-2020,818,Aqua,MODIS,91,6.03,301.5,35.7,3.57,D,0
30.5401,74.9514,342.6,1,1,13-11-2020,818,Aqua,MODIS,91,6.03,302.3,40.9,4.09,D,0
30.5523,75.5123,341.8,1,1,13-11-2020,818,Aqua,MODIS,91,6.03,303.1,40,4,D,0
30.4637,75.068,343,1,1,13-11-2020,818,Aqua,MODIS,91,6.03,302.1,41.6,4.16,D,0
30.2916,74.8266,341.9,1,1,13-11-2020,818,Aqua,MODIS,91,6.03,301.2,40.6,4.06,D,0
30.6207,74.4147,341.3,1,1,13-11-2020,818,Aqua,MODIS,91,6.03,300.4,38.6,3.86,D,0
30.5594,74.1256,341.3,1,1,13-11-2020,818,Aqua,MODIS,91,6.03,302.3,38.1,3.81,D,0
27.7254,102.2064,337.6,1,1,15-11-2020,626,Aqua,MODIS,91,6.03,297.3,36,3.6,D,2
21.1028,72.6493,321.7,1,1,15-11-2020,1728,Terra,MODIS,91,6.03,297.7,0,0,N,2
20.9632,85.1796,315.2,1.1,1,17-11-2020,2000,Aqua,MODIS,91,6.03,296.2,13.8,1.38,N,2
30.4645,74.1507,341,1.4,1.2,18-11-2020,836,Aqua,MODIS,91,6.03,298.3,61,6.1,D,0
14.9031,100.8139,342.5,1,1,20-11-2020,641,Aqua,MODIS,91,6.03,306.4,34,3.4,D,0
18.5236,77.7318,344.3,1.1,1,20-11-2020,820,Aqua,MODIS,91,6.03,308.9,39.3,3.93,D,0
30.6075,74.3929,340.5,1,1,20-11-2020,824,Aqua,MODIS,91,6.03,299.6,38.8,3.88,D,0
30.4982,74.1878,341.2,1,1,20-11-2020,824,Aqua,MODIS,91,6.03,299.5,39.3,3.93,D,0
30.524,74.3804,340.6,1,1,20-11-2020,824,Aqua,MODIS,91,6.03,297.1,39.7,3.97,D,0
30.3997,74.0063,341.7,1,1,20-11-2020,824,Aqua,MODIS,91,6.03,298.6,42,4.2,D,2
30.5387,75.4354,341.7,1.1,1.1,20-11-2020,824,Aqua,MODIS,91,6.03,300.7,47.4,4.74,D,0
33.7134,70.2387,339.1,1.7,1.3,07-11-2020,855,Aqua,MODIS,90,6.03,298.3,78.5,7.85,D,0
18.5071,77.773,341.5,1.5,1.2,08-11-2020,756,Aqua,MODIS,90,6.03,308.2,63.3,6.33,D,0
30.2201,78.6249,337.3,1,1,08-11-2020,759,Aqua,MODIS,90,6.03,302,35.7,3.57,D,0
30.075,75.4173,341.4,1.3,1.1,08-11-2020,759,Aqua,MODIS,90,6.03,304.4,55,5.5,D,0
30.0193,75.7482,341.7,1.3,1.1,08-11-2020,759,Aqua,MODIS,90,6.03,306.6,51,5.1,D,0
30.4894,74.8891,341.6,1.4,1.2,08-11-2020,759,Aqua,MODIS,90,6.03,303.3,58.5,5.85,D,0
30.565,75.3268,341,1.3,1.1,08-11-2020,759,Aqua,MODIS,90,6.03,304.6,51.6,5.16,D,0
30.2319,74.6646,341,1.4,1.2,08-11-2020,759,Aqua,MODIS,90,6.03,303.1,62.4,6.24,D,0
30.3589,75.3875,341.9,1.3,1.1,08-11-2020,759,Aqua,MODIS,90,6.03,304.7,53.3,5.33,D,0
30.2139,74.8809,340.5,1.9,1.4,09-11-2020,842,Aqua,MODIS,90,6.03,302.4,94.3,9.43,D,0
25.8588,78.1597,340,1.6,1.3,10-11-2020,746,Aqua,MODIS,90,6.03,301.3,77.4,7.74,D,0
30.6491,75.0942,341.2,1.3,1.1,11-11-2020,830,Aqua,MODIS,90,6.03,301.4,54.4,5.44,D,0
30.6016,74.8599,340.4,1.3,1.1,11-11-2020,830,Aqua,MODIS,90,6.03,302.3,51.4,5.14,D,0
31.1882,74.5799,339.5,1.2,1.1,11-11-2020,830,Aqua,MODIS,90,6.03,305.6,45.6,4.56,D,0
30.1312,75.5278,339.9,1,1,13-11-2020,817,Aqua,MODIS,90,6.03,301.4,37,3.7,D,0
30.4569,75.2185,341.2,1,1,13-11-2020,818,Aqua,MODIS,90,6.03,301.9,39,3.9,D,0
30.5105,74.1672,339.9,1,1,13-11-2020,818,Aqua,MODIS,90,6.03,300.5,34.1,3.41,D,0
30.4009,73.9822,340.3,1,1,13-11-2020,818,Aqua,MODIS,90,6.03,301.3,37.3,3.73,D,0
23.2053,70.2358,314.7,1,1,14-11-2020,2108,Aqua,MODIS,90,6.03,291.2,13.7,1.37,N,0
31.0138,77.9811,336.6,1,1,15-11-2020,805,Aqua,MODIS,90,6.03,294.9,36.7,3.67,D,0
30.2877,75.4767,337.4,1.1,1,15-11-2020,805,Aqua,MODIS,90,6.03,294.6,41.4,4.14,D,0
23.3006,79.7758,341.1,1.2,1.1,16-11-2020,537,Terra,MODIS,90,6.03,305.4,45.6,4.56,D,0
17.3701,79.4268,340.4,1.4,1.2,16-11-2020,539,Terra,MODIS,90,6.03,298,62.2,6.22,D,0
30.4331,73.9678,343.2,1.4,1.2,18-11-2020,836,Aqua,MODIS,90,6.03,302.7,61,6.1,D,0
15.9397,75.7578,343.5,1,1,20-11-2020,820,Aqua,MODIS,90,6.03,308.7,36.9,3.69,D,0
31.7284,74.1887,337.5,1,1,20-11-2020,824,Aqua,MODIS,90,6.03,298.2,38.4,3.84,D,0
30.5365,74.3341,338.6,1,1,20-11-2020,824,Aqua,MODIS,90,6.03,298.2,34.9,3.49,D,0
30.3674,74.1095,339.9,1,1,20-11-2020,824,Aqua,MODIS,90,6.03,297.7,38.3,3.83,D,0
30.4021,75.1469,339,1.1,1,20-11-2020,824,Aqua,MODIS,90,6.03,298.1,42.3,4.23,D,0
30.4746,76.22,338.5,1,1,07-11-2020,541,Terra,MODIS,89,6.03,303.9,33.2,3.32,D,0
28.6854,77.5205,337.6,1,1,07-11-2020,542,Terra,MODIS,89,6.03,301,34.6,3.46,D,0
31.0232,74.9416,337.8,1.3,1.1,08-11-2020,759,Aqua,MODIS,89,6.03,304.3,47.9,4.79,D,0
30.1228,74.9131,339.5,1.4,1.2,08-11-2020,759,Aqua,MODIS,89,6.03,304.1,55.4,5.54,D,0
30.1813,75.372,339.1,1.3,1.1,08-11-2020,759,Aqua,MODIS,89,6.03,304.9,49.9,4.99,D,0
30.0936,75.3433,339.5,1.3,1.1,08-11-2020,759,Aqua,MODIS,89,6.03,304.3,49.8,4.98,D,0
30.085,75.7729,339.2,1.3,1.1,08-11-2020,759,Aqua,MODIS,89,6.03,305.6,44.4,4.44,D,0
30.647,75.2118,338.7,1.3,1.1,08-11-2020,759,Aqua,MODIS,89,6.03,304,49.8,4.98,D,0
30.4909,75.0197,339.7,1.4,1.2,08-11-2020,759,Aqua,MODIS,89,6.03,303.3,50.7,5.07,D,0
31.0665,75.1107,337.4,2.1,1.4,09-11-2020,842,Aqua,MODIS,89,6.03,300,89.5,8.95,D,0
33.2089,69.2096,336.6,1,1,10-11-2020,612,Terra,MODIS,89,6.03,295.9,36.4,3.64,D,0
29.9053,75.9783,338.8,1.9,1.3,10-11-2020,747,Aqua,MODIS,89,6.03,304.9,77.1,7.71,D,0
18.1747,75.4006,314.6,1.1,1.1,10-11-2020,1709,Terra,MODIS,89,6.03,286.7,17.9,1.79,N,0
36.199,63.6203,337.6,1.2,1.1,11-11-2020,654,Terra,MODIS,89,6.03,298.9,47.2,4.72,D,0
30.4829,74.1069,338.3,1.2,1.1,11-11-2020,830,Aqua,MODIS,89,6.03,302.1,40.9,4.09,D,0
30.4697,75.3973,338.1,1.3,1.1,11-11-2020,830,Aqua,MODIS,89,6.03,302.4,48.7,4.87,D,0
30.1428,76.0189,338.7,1,1,13-11-2020,817,Aqua,MODIS,89,6.03,302.3,35.6,3.56,D,0
30.0661,76.1381,338.1,1,1,13-11-2020,817,Aqua,MODIS,89,6.03,302.5,35.3,3.53,D,0
30.6402,74.948,338.9,1,1,13-11-2020,818,Aqua,MODIS,89,6.03,301.2,33.2,3.32,D,0
30.1778,71.963,337.6,1.1,1.1,13-11-2020,818,Aqua,MODIS,89,6.03,298,42.2,4.22,D,0
30.5076,74.2102,338,1,1,13-11-2020,818,Aqua,MODIS,89,6.03,300.6,30.6,3.06,D,0
30.5829,74.7359,338.9,1,1,13-11-2020,818,Aqua,MODIS,89,6.03,302.1,35,3.5,D,0
30.4912,74.224,339,1,1,13-11-2020,818,Aqua,MODIS,89,6.03,301.8,34.2,3.42,D,0
30.9562,75.2338,339.3,1,1,13-11-2020,818,Aqua,MODIS,89,6.03,302.6,35.5,3.55,D,0
30.9103,75.5089,338.9,1,1,13-11-2020,818,Aqua,MODIS,89,6.03,302.5,36.5,3.65,D,0
30.3807,74.4167,338.5,1,1,13-11-2020,818,Aqua,MODIS,89,6.03,301.3,34.6,3.46,D,0
30.9306,76.2096,337.6,1.1,1,13-11-2020,818,Aqua,MODIS,89,6.03,302.1,36.6,3.66,D,0
30.7958,75.6118,338.5,1,1,13-11-2020,818,Aqua,MODIS,89,6.03,301.8,35.6,3.56,D,0
30.1698,75.0829,334,1.1,1.1,15-11-2020,805,Aqua,MODIS,89,6.03,295.8,36.5,3.65,D,0
15.9383,75.7485,341.5,1,1,20-11-2020,820,Aqua,MODIS,89,6.03,309.9,33.5,3.35,D,0
30.5302,74.3573,338.3,1,1,20-11-2020,824,Aqua,MODIS,89,6.03,298.7,33.5,3.35,D,0
30.4677,74.2369,337.8,1,1,20-11-2020,824,Aqua,MODIS,89,6.03,300,35.3,3.53,D,0
30.3062,74.4756,337.6,1,1,20-11-2020,824,Aqua,MODIS,89,6.03,300.7,35.7,3.57,D,0
30.2378,74.0306,337.7,1,1,20-11-2020,824,Aqua,MODIS,89,6.03,297.6,35.9,3.59,D,0
30.2392,74.0411,338,1,1,20-11-2020,824,Aqua,MODIS,89,6.03,298.3,36.8,3.68,D,0
30.0901,74.5768,337.3,1,1,20-11-2020,824,Aqua,MODIS,89,6.03,299.9,35.4,3.54,D,0
31.1578,75.0576,336.2,1.1,1,07-11-2020,541,Terra,MODIS,88,6.03,303,34.8,3.48,D,0
31.0548,75.062,336.3,1.3,1.1,08-11-2020,759,Aqua,MODIS,88,6.03,304.1,43.5,4.35,D,0
30.8845,74.9242,337,1.3,1.2,08-11-2020,759,Aqua,MODIS,88,6.03,304.9,46.1,4.61,D,0
30.7005,74.2962,338.3,1.5,1.2,08-11-2020,759,Aqua,MODIS,88,6.03,303.9,57.7,5.77,D,0
29.8474,81.6726,332.8,1.1,1.1,08-11-2020,759,Aqua,MODIS,88,6.03,298.4,36.5,3.65,D,0
30.4439,75.526,338.4,1.3,1.1,08-11-2020,759,Aqua,MODIS,88,6.03,305,44.1,4.41,D,0
30.4153,74.7739,337.6,1.4,1.2,08-11-2020,759,Aqua,MODIS,88,6.03,302.4,50.3,5.03,D,0
30.3263,75.1996,338.9,1.3,1.1,08-11-2020,759,Aqua,MODIS,88,6.03,304.7,49,4.9,D,0
31.0662,75.1162,345.8,2.1,1.4,09-11-2020,842,Aqua,MODIS,88,6.03,300.5,127.5,12.75,D,0
30.947,74.699,335.6,1.9,1.4,09-11-2020,842,Aqua,MODIS,88,6.03,302.2,74.9,7.49,D,0
30.8236,74.4822,336,1.8,1.3,09-11-2020,842,Aqua,MODIS,88,6.03,304,69.1,6.91,D,0
30.6296,75.5269,335.8,1.9,1.4,10-11-2020,747,Aqua,MODIS,88,6.03,304,73.3,7.33,D,0
30.4673,75.3924,336.1,2,1.4,10-11-2020,747,Aqua,MODIS,88,6.03,304,79.5,7.95,D,0
19.4548,101.268,333.9,1.1,1.1,11-11-2020,648,Aqua,MODIS,88,6.03,296.1,35.7,3.57,D,0
30.6776,74.3158,336.5,1.2,1.1,11-11-2020,830,Aqua,MODIS,88,6.03,300.7,38.6,3.86,D,0
30.541,74.1828,336.9,1.2,1.1,11-11-2020,830,Aqua,MODIS,88,6.03,302.2,38.3,3.83,D,0
30.4389,74.0242,337.6,1.1,1.1,11-11-2020,830,Aqua,MODIS,88,6.03,301.9,38.4,3.84,D,0
