latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,FRP MW,daynight,type
30.1144,75.6328,345.8,1.1,1,28-10-2019,805,Aqua,MODIS,93,6.03,305,51.8,5.18,D,0
30.8036,74.3871,345.6,1.2,1.1,28-10-2019,805,Aqua,MODIS,93,6.03,304.9,58.4,5.84,D,0
30.4923,75.8005,346.3,1.1,1,28-10-2019,805,Aqua,MODIS,93,6.03,302.4,51.4,5.14,D,0
24.4841,81.5743,345.1,1.1,1,31-10-2019,524,Terra,MODIS,93,6.03,301.6,46.1,4.61,D,0
30.4323,74.9857,347,1.6,1.2,31-10-2019,836,Aqua,MODIS,93,6.03,301.9,94.6,9.46,D,0
31.3122,74.6677,344,1.4,1.2,21-10-2019,759,Aqua,MODIS,92,6.03,303.3,69,6.9,D,0
30.0201,75.0383,345.2,1,1,26-10-2019,817,Aqua,MODIS,92,6.03,303,46.1,4.61,D,0
30.011,76.4007,343.7,1.1,1,26-10-2019,817,Aqua,MODIS,92,6.03,304.7,45.2,4.52,D,0
30.2597,74.5788,343.5,1,1,26-10-2019,818,Aqua,MODIS,92,6.03,304.4,42.6,4.26,D,0
31.1673,74.6764,343.7,1,1,26-10-2019,818,Aqua,MODIS,92,6.03,302,41.5,4.15,D,0
31.0452,74.7278,343.6,1,1,26-10-2019,818,Aqua,MODIS,92,6.03,303.2,39,3.9,D,0
30.7117,74.4495,343.8,1,1,26-10-2019,818,Aqua,MODIS,92,6.03,302.9,42,4.2,D,0
29.9387,75.7511,345.2,1.1,1,28-10-2019,805,Aqua,MODIS,92,6.03,304.1,47.4,4.74,D,0
26.5768,101.6671,338.8,1.2,1.1,21-10-2019,619,Aqua,MODIS,91,6.03,299.7,46.2,4.62,D,2
30.0096,76.3898,341.4,1.1,1,26-10-2019,817,Aqua,MODIS,91,6.03,305.6,40.8,4.08,D,0
29.8893,75.8298,343,1,1,26-10-2019,817,Aqua,MODIS,91,6.03,303,42.2,4.22,D,0
31.3065,74.552,343,1,1,26-10-2019,818,Aqua,MODIS,91,6.03,303.9,38,3.8,D,0
31.1713,74.8357,343.2,1,1,26-10-2019,818,Aqua,MODIS,91,6.03,303.8,40.8,4.08,D,2
30.9021,75.0232,343.1,1,1,26-10-2019,818,Aqua,MODIS,91,6.03,301.6,42.4,4.24,D,0
18.7883,77.9144,342.3,1.2,1.1,28-10-2019,802,Aqua,MODIS,91,6.03,296.5,52.3,5.23,D,0
29.76,75.9535,342.9,1.1,1,28-10-2019,805,Aqua,MODIS,91,6.03,304.4,42.1,4.21,D,0
29.964,74.9129,344.2,1.2,1.1,28-10-2019,805,Aqua,MODIS,91,6.03,304.6,52.9,5.29,D,0
31.0173,74.7388,341.9,1.1,1.1,28-10-2019,805,Aqua,MODIS,91,6.03,302.7,46.1,4.61,D,0
30.7744,74.7757,342.4,1.2,1.1,28-10-2019,805,Aqua,MODIS,91,6.03,302.3,47.7,4.77,D,0
30.3478,75.4135,342.6,1.1,1,28-10-2019,805,Aqua,MODIS,91,6.03,303.2,46.9,4.69,D,0
29.8287,75.7573,343.6,1.1,1,28-10-2019,805,Aqua,MODIS,91,6.03,305,44.4,4.44,D,0
31.3045,74.6191,341.9,1.2,1.1,28-10-2019,806,Aqua,MODIS,91,6.03,300.7,47.1,4.71,D,0
23.7833,86.3971,315.2,1,1,30-10-2019,1959,Aqua,MODIS,91,6.03,294.1,13.2,1.32,N,2
31.0378,74.7927,342.6,1.6,1.2,31-10-2019,836,Aqua,MODIS,91,6.03,301.4,70.4,7.04,D,0
30.8873,74.7775,341.5,1.5,1.2,31-10-2019,836,Aqua,MODIS,91,6.03,301.4,67.9,6.79,D,0
31.0287,75.1463,342.7,1.6,1.3,31-10-2019,836,Aqua,MODIS,91,6.03,300.4,81.5,8.15,D,0
30.9748,74.8399,341.3,1.6,1.2,31-10-2019,836,Aqua,MODIS,91,6.03,299.9,71,7.1,D,0
23.78,86.3987,314.8,1,1,21-10-2019,2006,Aqua,MODIS,90,6.03,293.3,12.1,1.21,N,2
30.8548,74.4139,341.4,1.2,1.1,24-10-2019,830,Aqua,MODIS,90,6.03,301.7,48,4.8,D,0
30.6343,74.7517,340.4,1,1,26-10-2019,818,Aqua,MODIS,90,6.03,303,37.4,3.74,D,0
30.3389,74.8799,340.5,1,1,26-10-2019,818,Aqua,MODIS,90,6.03,302.2,37.4,3.74,D,0
31.0101,74.804,341.5,1,1,26-10-2019,818,Aqua,MODIS,90,6.03,302.5,38.3,3.83,D,0
30.8576,74.5745,340.7,1,1,26-10-2019,818,Aqua,MODIS,90,6.03,303.8,35.4,3.54,D,0
30.8948,75.0013,340.5,1,1,27-10-2019,547,Terra,MODIS,90,6.03,301.5,37.9,3.79,D,0
29.769,75.931,340.8,1,1,27-10-2019,548,Terra,MODIS,90,6.03,303.3,38.2,3.82,D,0
30.2528,76.1542,341.3,1,1,28-10-2019,805,Aqua,MODIS,90,6.03,303.3,38.6,3.86,D,0
30.8069,74.3937,341.2,1.2,1.1,28-10-2019,805,Aqua,MODIS,90,6.03,303.6,47.7,4.77,D,0
30.4281,75.7972,341.3,1.1,1,28-10-2019,805,Aqua,MODIS,90,6.03,304.6,40.8,4.08,D,0
30.2884,76.2064,340.9,1,1,28-10-2019,805,Aqua,MODIS,90,6.03,303.4,38.9,3.89,D,0
30.4699,75.6008,340.3,1.1,1,28-10-2019,805,Aqua,MODIS,90,6.03,303.5,41,4.1,D,0
31.2796,74.5877,341.5,1.2,1.1,28-10-2019,806,Aqua,MODIS,90,6.03,301.9,44.4,4.44,D,0
31.2382,74.6342,340.4,1.2,1.1,28-10-2019,806,Aqua,MODIS,90,6.03,302.2,43.2,4.32,D,0
30.8664,75.048,340.8,1.6,1.3,30-10-2019,753,Aqua,MODIS,90,6.03,302.8,75.3,7.53,D,0
29.6929,75.8004,341,1.6,1.2,30-10-2019,753,Aqua,MODIS,90,6.03,303.9,68,6.8,D,0
30.9747,74.7203,340,1.5,1.2,31-10-2019,836,Aqua,MODIS,90,6.03,302.3,62.1,6.21,D,0
30.0074,82.159,333.9,1,1,24-10-2019,517,Terra,MODIS,89,6.03,290.8,35,3.5,D,0
30.6847,74.2599,339.9,1.2,1.1,24-10-2019,830,Aqua,MODIS,89,6.03,302.7,44.5,4.45,D,0
31.3323,74.8677,338.7,1,1,26-10-2019,818,Aqua,MODIS,89,6.03,303.4,34.6,3.46,D,0
30.2611,74.5891,338.7,1,1,26-10-2019,818,Aqua,MODIS,89,6.03,300.9,34.3,3.43,D,0
32.1302,73.8024,338.2,1,1,26-10-2019,818,Aqua,MODIS,89,6.03,301.2,34,3.4,D,0
31.1731,74.7179,339.7,1,1,26-10-2019,818,Aqua,MODIS,89,6.03,302.4,34.2,3.42,D,0
31.1727,74.8461,339.2,1,1,26-10-2019,818,Aqua,MODIS,89,6.03,302.2,33.7,3.37,D,0
31.0086,74.7936,339.2,1,1,26-10-2019,818,Aqua,MODIS,89,6.03,302.4,34.3,3.43,D,0
27.7215,102.2158,334.7,1,1,28-10-2019,626,Aqua,MODIS,89,6.03,299.6,30.5,3.05,D,2
30.1886,76.2226,339.9,1,1,28-10-2019,805,Aqua,MODIS,89,6.03,301.9,38.2,3.82,D,0
30.9763,74.5501,340,1.2,1.1,28-10-2019,805,Aqua,MODIS,89,6.03,302.7,46.5,4.65,D,0
30.0213,75.9144,339.2,1.1,1,28-10-2019,805,Aqua,MODIS,89,6.03,303.5,37.7,3.77,D,0
29.7194,75.6897,340.1,1.6,1.2,30-10-2019,753,Aqua,MODIS,89,6.03,304,65.1,6.51,D,0
30.7459,74.4094,339.4,1.5,1.2,31-10-2019,836,Aqua,MODIS,89,6.03,301.9,59.1,5.91,D,0
30.661,74.4747,339,1.5,1.2,31-10-2019,836,Aqua,MODIS,89,6.03,301.4,59.2,5.92,D,0
30.5985,74.629,338.8,1.5,1.2,31-10-2019,836,Aqua,MODIS,89,6.03,302.5,61.8,6.18,D,0
30.6275,74.897,338.5,1.6,1.2,31-10-2019,836,Aqua,MODIS,89,6.03,301.3,65.6,6.56,D,0
30.3135,73.1273,340.5,1.2,1.1,31-10-2019,836,Aqua,MODIS,89,6.03,304.8,48.4,4.84,D,0
30.4083,75.7593,338.6,1.8,1.3,31-10-2019,836,Aqua,MODIS,89,6.03,301.3,71.1,7.11,D,0
30.0923,73.4003,340.8,1.3,1.1,31-10-2019,836,Aqua,MODIS,89,6.03,303,51.3,5.13,D,0
29.5688,76.7258,338.4,2,1.4,31-10-2019,836,Aqua,MODIS,89,6.03,301.4,92.6,9.26,D,0
27.6562,68.5036,340.5,1,1,23-10-2019,613,Terra,MODIS,88,6.03,308.5,31.1,3.11,D,0
31.1176,74.5726,337.5,1.2,1.1,24-10-2019,830,Aqua,MODIS,88,6.03,302,42.7,4.27,D,2
30.6445,74.7894,337.1,1.2,1.1,24-10-2019,830,Aqua,MODIS,88,6.03,302.5,42.4,4.24,D,0
31.5851,75.4757,337.1,1.4,1.2,24-10-2019,830,Aqua,MODIS,88,6.03,301.9,47.2,4.72,D,0
29.8847,72.9394,337.8,1.1,1,26-10-2019,817,Aqua,MODIS,88,6.03,302.2,36.4,3.64,D,0
29.8537,75.1659,338.1,1,1,26-10-2019,817,Aqua,MODIS,88,6.03,302.4,33.5,3.35,D,0
31.2731,74.7786,337.8,1,1,26-10-2019,818,Aqua,MODIS,88,6.03,301.2,30.4,3.04,D,0
31.2642,74.7803,338,1,1,26-10-2019,818,Aqua,MODIS,88,6.03,302.3,30.8,3.08,D,0
30.6064,74.6196,337.8,1,1,26-10-2019,818,Aqua,MODIS,88,6.03,302.3,32.8,3.28,D,0
31.1452,74.5848,338.6,1,1,26-10-2019,818,Aqua,MODIS,88,6.03,302.4,32.8,3.28,D,0
30.8666,75.4331,337.8,1,1,26-10-2019,818,Aqua,MODIS,88,6.03,300.2,34.5,3.45,D,0
31.6075,75.3341,336,1,1,26-10-2019,818,Aqua,MODIS,88,6.03,302.8,29.5,2.95,D,0
27.7305,102.2141,333.2,1,1,28-10-2019,626,Aqua,MODIS,88,6.03,297.5,27.6,2.76,D,2
31.0347,74.6432,338,1.2,1.1,28-10-2019,805,Aqua,MODIS,88,6.03,303,38.9,3.89,D,0
31.0684,75.2302,337.2,1.1,1,28-10-2019,805,Aqua,MODIS,88,6.03,302.7,35.3,3.53,D,0
30.6125,74.5318,337.6,1.2,1.1,28-10-2019,805,Aqua,MODIS,88,6.03,303.1,40.1,4.01,D,0
30.6235,75.4635,337.4,1.1,1,28-10-2019,805,Aqua,MODIS,88,6.03,302,36,3.6,D,0
30.8833,74.7882,337.4,1.1,1.1,28-10-2019,805,Aqua,MODIS,88,6.03,302.4,38.2,3.82,D,0
30.253,75.6195,338,1.1,1,28-10-2019,805,Aqua,MODIS,88,6.03,303.4,37.6,3.76,D,0
30.3045,75.948,338.6,1.1,1,28-10-2019,805,Aqua,MODIS,88,6.03,302.8,35.2,3.52,D,0
30.5167,75.4756,337.3,1.1,1,28-10-2019,805,Aqua,MODIS,88,6.03,302.1,36.9,3.69,D,0
29.8835,75.9828,338.7,1.1,1,28-10-2019,805,Aqua,MODIS,88,6.03,302.6,36.8,3.68,D,0
31.5623,75.4275,337.3,1.1,1,28-10-2019,806,Aqua,MODIS,88,6.03,303.3,32,3.2,D,0
31.3141,74.6784,337,1.1,1.1,28-10-2019,806,Aqua,MODIS,88,6.03,301.7,37.7,3.77,D,0
31.8113,74.0018,337.9,1.2,1.1,28-10-2019,806,Aqua,MODIS,88,6.03,300.6,46.2,4.62,D,0
30.9789,75.0312,336.3,1.6,1.3,30-10-2019,753,Aqua,MODIS,88,6.03,300.5,60.9,6.09,D,0
29.9713,75.6152,338,1.6,1.2,30-10-2019,753,Aqua,MODIS,88,6.03,302.9,56.7,5.67,D,0
22.7971,86.2105,313.9,1,1,30-10-2019,2000,Aqua,MODIS,88,6.03,293.5,12.3,1.23,N,2
24.4792,81.6051,337,1.1,1,31-10-2019,524,Terra,MODIS,88,6.03,300.6,32.9,3.29,D,0
24.4593,81.5633,336.3,1.1,1,31-10-2019,524,Terra,MODIS,88,6.03,299.9,35,3.5,D,0
31.027,75.1294,336.3,1.6,1.3,31-10-2019,836,Aqua,MODIS,88,6.03,301.1,59.6,5.96,D,0
30.5511,75.3699,336.8,1.7,1.3,31-10-2019,836,Aqua,MODIS,88,6.03,301.5,64.9,6.49,D,0
30.972,74.7102,337.9,1.5,1.2,31-10-2019,836,Aqua,MODIS,88,6.03,302.4,55.1,5.51,D,0
30.78,74.5056,336.8,1.4,1.2,21-10-2019,759,Aqua,MODIS,87,6.03,303.8,48.3,4.83,D,0
30.7201,74.5356,336.3,1.4,1.2,21-10-2019,759,Aqua,MODIS,87,6.03,302.9,51.8,5.18,D,0
30.1265,74.5536,336.4,1,1,26-10-2019,817,Aqua,MODIS,87,6.03,301.8,31.4,3.14,D,0
30.2261,75.9352,335.6,1,1,26-10-2019,817,Aqua,MODIS,87,6.03,300.7,31.2,3.12,D,0
29.8042,75.8077,336.5,1,1,26-10-2019,817,Aqua,MODIS,87,6.03,302.6,31,3.1,D,2
29.6847,76.7178,335.8,1.1,1,26-10-2019,817,Aqua,MODIS,87,6.03,302.8,32.8,3.28,D,0
31.3051,74.5416,336.3,1,1,26-10-2019,818,Aqua,MODIS,87,6.03,304.2,28.2,2.82,D,0
30.6211,74.659,335.7,1,1,26-10-2019,818,Aqua,MODIS,87,6.03,302.6,29.3,2.93,D,0
31.9462,75.0493,335.3,1,1,26-10-2019,818,Aqua,MODIS,87,6.03,301.1,29.4,2.94,D,0
31.1473,75.201,336.6,1,1,26-10-2019,818,Aqua,MODIS,87,6.03,301.4,30.1,3.01,D,0
30.8745,74.3631,336.1,1,1,26-10-2019,818,Aqua,MODIS,87,6.03,304.6,28.2,2.82,D,0
30.9713,75.1924,335.7,1,1,26-10-2019,818,Aqua,MODIS,87,6.03,300,31.9,3.19,D,0
30.6475,74.4581,335.4,1,1,26-10-2019,818,Aqua,MODIS,87,6.03,303.1,27.8,2.78,D,0
31.5599,75.3934,335.1,1,1,26-10-2019,818,Aqua,MODIS,87,6.03,302.6,27.7,2.77,D,0
28.7922,76.4479,337.7,1.1,1,27-10-2019,548,Terra,MODIS,87,6.03,304.2,34.9,3.49,D,0
29.7694,76.8665,334.9,1.1,1,27-10-2019,548,Terra,MODIS,87,6.03,300.6,32.5,3.25,D,0
29.7755,75.8886,337.3,1.1,1,28-10-2019,805,Aqua,MODIS,87,6.03,303.4,32.6,3.26,D,0
30.0525,75.2499,338,1.1,1.1,28-10-2019,805,Aqua,MODIS,87,6.03,304.1,37.9,3.79,D,0
30.1273,75.9975,336.3,1.1,1,28-10-2019,805,Aqua,MODIS,87,6.03,301.7,33.6,3.36,D,0
30.776,74.7564,336.3,1.2,1.1,28-10-2019,805,Aqua,MODIS,87,6.03,303,36,3.6,D,0
30.8195,75.2337,336.7,1.1,1,28-10-2019,805,Aqua,MODIS,87,6.03,302,36.6,3.66,D,0
30.5485,76.2716,335.4,1,1,28-10-2019,805,Aqua,MODIS,87,6.03,302.8,30.1,3.01,D,0
30.3048,76.1919,336.3,1,1,28-10-2019,805,Aqua,MODIS,87,6.03,303.4,30.9,3.09,D,0
29.9899,75.9547,336.8,1.1,1,28-10-2019,805,Aqua,MODIS,87,6.03,303.8,33.4,3.34,D,0
30.5586,75.6323,336.3,1.1,1,28-10-2019,805,Aqua,MODIS,87,6.03,303.1,32.3,3.23,D,0
30.4777,75.5303,336.1,1.1,1,28-10-2019,805,Aqua,MODIS,87,6.03,303,33.5,3.35,D,0
30.4766,75.702,335.7,1.1,1,28-10-2019,805,Aqua,MODIS,87,6.03,303.1,31.3,3.13,D,0
29.8155,75.7211,336.5,1.1,1,28-10-2019,805,Aqua,MODIS,87,6.03,304.4,30.9,3.09,D,0
30.436,74.9874,335.9,1.7,1.3,30-10-2019,753,Aqua,MODIS,87,6.03,302.7,60.8,6.08,D,0
30.1853,74.4628,337,1.9,1.3,30-10-2019,753,Aqua,MODIS,87,6.03,303.1,75.1,7.51,D,0
29.9529,75.444,336.8,1.6,1.3,30-10-2019,753,Aqua,MODIS,87,6.03,302.8,59.8,5.98,D,0
30.4485,75.8087,335.8,1.5,1.2,30-10-2019,753,Aqua,MODIS,87,6.03,300.7,51.9,5.19,D,0
31.0782,74.7544,336,1.5,1.2,31-10-2019,836,Aqua,MODIS,87,6.03,302.5,51.5,5.15,D,0
30.8876,75.2125,334.8,1.6,1.3,31-10-2019,836,Aqua,MODIS,87,6.03,301.1,59.5,5.95,D,0
30.9908,74.7703,334.3,1.4,1.2,21-10-2019,759,Aqua,MODIS,86,6.03,303.3,43.9,4.39,D,0
30.3125,76.6442,332.7,1.1,1.1,21-10-2019,759,Aqua,MODIS,86,6.03,303.2,31.3,3.13,D,0
30.0541,76.4033,334.3,1.2,1.1,21-10-2019,759,Aqua,MODIS,86,6.03,305.3,32.1,3.21,D,0
29.1579,82.6145,328.4,1,1,24-10-2019,517,Terra,MODIS,86,6.03,294,25,2.5,D,0
30.8782,74.6939,334.9,1.2,1.1,24-10-2019,830,Aqua,MODIS,86,6.03,301.5,38.2,3.82,D,0
30.6465,74.7955,335.3,1.3,1.1,24-10-2019,830,Aqua,MODIS,86,6.03,302.6,38.4,3.84,D,0
31.2323,74.6789,334.7,1.3,1.1,24-10-2019,830,Aqua,MODIS,86,6.03,301.4,37.9,3.79,D,0
29.7661,75.3249,336,1,1,26-10-2019,817,Aqua,MODIS,86,6.03,302.1,29.9,2.99,D,0
30.237,76.2308,333.8,1.1,1,26-10-2019,817,Aqua,MODIS,86,6.03,300,29.4,2.94,D,0
28.047,77.3914,337.6,1.1,1.1,26-10-2019,817,Aqua,MODIS,86,6.03,302.2,36.6,3.66,D,0
30.5854,75.8026,333.7,1,1,26-10-2019,818,Aqua,MODIS,86,6.03,300.5,29.1,2.91,D,0
31.0586,74.6933,335.5,1,1,26-10-2019,818,Aqua,MODIS,86,6.03,303.2,27.5,2.75,D,0
31.0568,74.8108,334.6,1,1,26-10-2019,818,Aqua,MODIS,86,6.03,301.7,27.6,2.76,D,0
31.0377,74.7399,334.6,1,1,26-10-2019,818,Aqua,MODIS,86,6.03,302.4,24.3,2.43,D,0
30.9785,74.906,335.3,1,1,26-10-2019,818,Aqua,MODIS,86,6.03,303.7,27.9,2.79,D,0
30.682,74.2438,335.3,1,1,26-10-2019,818,Aqua,MODIS,86,6.03,301.9,27.8,2.78,D,0
30.2034,76.1975,335.4,1,1,28-10-2019,805,Aqua,MODIS,86,6.03,301.5,28.2,2.82,D,0
30.1246,75.7561,336.3,1.1,1,28-10-2019,805,Aqua,MODIS,86,6.03,303.8,31.3,3.13,D,0
30.0736,75.7156,335.2,1.1,1,28-10-2019,805,Aqua,MODIS,86,6.03,304.2,30.1,3.01,D,0
30.1951,76.4997,335.2,1,1,28-10-2019,805,Aqua,MODIS,86,6.03,303.2,29.2,2.92,D,0
30.1967,76.5102,334.2,1,1,28-10-2019,805,Aqua,MODIS,86,6.03,302.7,27,2.7,D,0
30.9919,76.2146,333,1,1,28-10-2019,805,Aqua,MODIS,86,6.03,301.4,27.5,2.75,D,0
30.8399,74.4116,335.7,1.2,1.1,28-10-2019,805,Aqua,MODIS,86,6.03,303.6,35.8,3.58,D,0
30.179,74.5343,336,1.2,1.1,28-10-2019,805,Aqua,MODIS,86,6.03,302.1,38.8,3.88,D,0
29.9916,75.9656,335.5,1.1,1,28-10-2019,805,Aqua,MODIS,86,6.03,302.6,30.6,3.06,D,0
30.5603,75.6433,333.9,1.1,1,28-10-2019,805,Aqua,MODIS,86,6.03,302.5,28.6,2.86,D,0
31.3865,75.2473,333.5,1.1,1,28-10-2019,806,Aqua,MODIS,86,6.03,305.1,28,2.8,D,0
31.2029,74.561,335.2,1.2,1.1,28-10-2019,806,Aqua,MODIS,86,6.03,301.5,33.6,3.36,D,0
31.1534,74.5599,335.3,1.2,1.1,28-10-2019,806,Aqua,MODIS,86,6.03,302.1,33.9,3.39,D,2
23.7226,86.4414,312.9,1,1,29-10-2019,1633,Terra,MODIS,86,6.03,294,11,1.1,N,2
30.3417,76.3097,333.9,1.4,1.2,30-10-2019,753,Aqua,MODIS,86,6.03,299.9,43.8,4.38,D,0
31.1241,74.9562,334.2,1.6,1.2,31-10-2019,836,Aqua,MODIS,86,6.03,299.5,52.9,5.29,D,0
30.7475,74.4245,334.5,1.5,1.2,31-10-2019,836,Aqua,MODIS,86,6.03,301.3,46.3,4.63,D,0
30.9738,74.7261,334.3,1.5,1.2,31-10-2019,836,Aqua,MODIS,86,6.03,301.7,46.7,4.67,D,0
30.9231,74.8801,334,1.6,1.2,31-10-2019,836,Aqua,MODIS,86,6.03,300.4,47.4,4.74,D,0
30.4074,74.4168,335,1.4,1.2,31-10-2019,836,Aqua,MODIS,86,6.03,300.7,48.6,4.86,D,0
22.1401,99.2643,331.1,1,1,02-11-2019,643,Aqua,MODIS,86,6.03,295.3,27.2,2.72,D,0
30.8239,74.4114,333.7,1.4,1.2,21-10-2019,759,Aqua,MODIS,85,6.03,303.8,42.6,4.26,D,0
26.5764,101.6608,328.5,1.5,1.2,24-10-2019,650,Aqua,MODIS,85,6.03,286.5,42,4.2,D,2
30.6862,74.2721,334.1,1.2,1.1,24-10-2019,830,Aqua,MODIS,85,6.03,301.4,33.3,3.33,D,0
